,tweet,sentiment_score
101,"i heard the @chicagosky and @chicagobulls were visiting the south side ymca, so i decided to drop by, too. it’s alw… ",2.5592476604236296
102,michelle and i are in chicago this week to talk to folks who are working on some of the city’s toughest challenges.… ,3.3443620606772484
103,"shots are never fun, but the kids i met at kimball elementary knew how important the covid-19 vaccines are to keep… ",0.4376986856506545
104,"if you got your covid-19 vaccine before june, now is the time to get a booster shot. all adults are eligible for th… ",-4.835001630305926
105,"getting our kids fully vaccinated is the best way to protect them against covid-19. today, dr. fauci and i stopped… ",-0.030373022205322897
106,"i’m always inspired by young leaders like rachid ennassiri, who is helping more people in morocco get involved in t… ",2.8484050285664813
107,"from our family to yours, happy hanukkah and chag sameach! over the next eight days, may we celebrate the many bles… ",4.086096394703476
108,"earlier this year, i had a chance to speak with eric williams, the owner of @thesilverroom in hyde park. this small… ",-3.0868454569217763
109,happy thanksgiving! michelle and i send our warmest wishes to everyone celebrating today. we hope you have a wonder… ,4.99606961574873
110,"happy birthday to my friend and my brother, @potus! thanks for giving all of us the gift of better infrastructure.… ",5.164861258957561
111,"when it comes to climate change, we can’t afford to go backward—or even stay where we are. if we are going to act o… ",-3.3051415058003633
112,"in 2011, my administration made a pledge to prepare 100,000 new stem teachers over the next 10 years. i couldn't be… ",1.873509956260278
113,the epidemic of gun violence in america has gotten worse during the pandemic. this article points to the ways in wh… ,0.6048018772299774
114,the newest cohort of @obamafoundation africa leaders will help unlock the incredible promise of the continent. i'm… ,5.146466415137806
115,young people like @jackharries and our @obamafoundation leaders are using their platforms to pressure the world on… ,0.0027603987687412346
116,"this veterans day, i want to share tom voutsos's story. he served in the u.s. marine corps, and has continued to li… ",3.541601062491778
117,"to every veteran and their family, we thank you for your service and sacrifice to our country. ",5.66810245930458
118,".@speakerpelosi and these members of congress are making it clear that the united states is back, and will continue… ",2.6266686930842233
119,young people have more at stake in the fight against climate change than anyone else. i had a chance to talk with s… ,-1.9598895167910613
120,"if you care about climate change, @johndoerr's new book, speed &amp; scale: an action plan for solving our climate cris… ",-2.217543902394543
121,"that’s why, if we’re going to act on the scale that’s required, climate change can’t be seen as another opportunity… ",-0.2962550950959806
122,"but once again, progress is partial. most nations have failed to be as ambitious as they need to be, and the escala… ",-0.6832775088032421
123,the good news is that countries around the world recognize this is a decisive decade if we want to avoid a climate… ,0.07242928767277612
124,"i spoke at cop26 in glasgow about what’s happened in the six years since the paris agreement, and how much further… ",-4.5521179926404525
125,"we’ve done some important work since the paris agreement was signed six year ago, but we’re still nowhere near wher… ",-2.010504390421838
126,"five years ago, the paris agreement went into effect. paris provided an important framework in the fight against cl… ",-0.4082919990747542
127,"visit  to find your polling location. and if you have any questions, call the voter hotline at 833-336-8683.",-0.5647237752369103
128,"today is election day, and so much of what we care about is on the ballot––from access to health care to bringing o… ",5.4938415462619075
129,signing the paris agreement to fight climate change was one of my proudest moments in office. but it was always a f… ,-2.039081823329793
130,"in a country as large and diverse as ours, progress can often feel frustrating and slow, with small victories accom… ",-3.170648029874622
131,"climate change isn’t a distant environmental issue—it’s already having an immediate impact on our lives, including… ",-2.587755474847997
132,"when you look at the history of big social movements, they’re usually started and sustained by young people who put… ",1.5158044660522054
133,it was great to be back in new jersey! there's too much at stake in this election to sit it out. let's keep new jer… ,4.827338951598708
134,"virginians delivered for me twice, and now i’m asking them to do it again by electing @terrymcauliffe as their next… ",0.07621551341692723
135,some of the most important changes often start in state legislatures. that's why i'm proud to support these candida… ,0.5374128553250002
136,glad i had a chance to talk with our new champs! i really am proud of this team and their work this season. ,1.9784844262830326
137,"at a time when voting rights are being rolled back, the freedom to vote act would strengthen our democracy and give… ",2.274942119320655
138,"it was great speaking with the @mbk_alliance advisory council, and hearing more about the work they’re doing to mak… ",2.7597316319565675
139,"general colin powell understood what was best in this country, and tried to bring his own life, career, and public… ",5.2077692100070845
140,"congrats to our new wnba champs, @chicagosky! i couldn’t be prouder of this team — they worked hard for this moment… ",2.1183567488326682
141,"today, we lost an icon with the passing of timuel black. over his 102 years, tim was many things: a veteran, histor… ",-3.3758597941802053
142,i was deeply saddened to learn about the passing of general ray odierno after a battle with cancer. he devoted his… ,1.1952083965377462
143,congratulations to maria ressa and dmitry muratov. this award is a tribute to their extraordinary courage and the e… ,2.100890945661849
144,"and of course, i’m excited for my @whitesox to be back in the playoffs. it’s going to be hard to top a walk-off hom… ",2.6565229799750494
145,"it’s always good to be from chicago, but this year is especially sweet. congratulations to the @chicagosky for maki… ",3.4923208522737976
146,"if we don’t stand up for democracy, we’ll see this type of gerrymandering happen in even more states. it’s why… ",-1.6155580724838987
147,"and in georgia, republicans released a congressional map that decreases the voting power of communities of color –… ",7.4626215219617436
148,"in texas, for example, republicans recently passed a law making voting harder, especially for people of color. now… ",1.405174602272191
149,"right now, state legislatures across the country are setting new boundaries for state legislative and congressional… ",0.33584638988326826
150,"our latest production from higher ground, ada twist, scientist, is now on netflix. based on the book series, the sh… ",0.5364140247957214
151,"happy anniversary, miche! over the past 29 years, i've loved watching the world get to know you not just as a daugh… ",3.58821357830368
152,"happy 97th birthday, president carter! thank you for the extraordinary example of lifelong service that you've set for all of us.",8.680746006282556
153,"today, we officially broke ground on the obama presidential center on the south side of chicago. michelle and i can… ",1.3750204990416588
154,michelle and i couldn't be more excited to officially break ground on the obama presidential center on the south si… ,3.8824855485267644
155,michelle and i had fun surprising some of the hardworking women from the chicago women of trades. we’re grateful fo… ,1.2819982703716668
156,"rt @obamafoundation: thanks @robinroberts for chatting all things obama presidential center on @gma, and helping @barackobama surprise memb…",3.768950135162899
157,it was great meeting our newest class of @obamafoundation scholars at @uchicago. young leaders like them are the so… ,2.3883082802264166
158,"chicago will always be an important place to @michelleobama and me, which is why we're excited to celebrate the vir… ",3.2263504386860564
159,"if we want to give our children and grandchildren a brighter future, the wealthiest americans and large corporation… ",3.1259103268109465
160,"the repeal of ‘don’t ask, don’t tell’ allowed these two marines to be true to themselves while serving in our milit… ",0.9188688818638181
161,"ten years ago today, we repealed ‘don’t ask, don’t tell.’ today our military is stronger and our country is safer b… ",0.8374251551817398
162,wishing my friend @justintrudeau the best in canada’s upcoming election. justin has been an effective leader and st… ,1.250015897051488
163,the freedom to vote act just introduced in the senate would strengthen our democracy by making it easier for people… ,1.9642107126058093
164,many of the refugees fleeing afghanistan stood by america and risked everything for a chance at a better life. with… ,-1.6801164988935173
165,"rt @potus: we never forget.

we never forget the children who have grown up without parents. parents who have suffered without children. hu…",1.5562597657961525
166,"today we honor the nearly 3,000 men, women, and children who died on september 11, 2001, and the heroes who have al… ",4.5548413183871155
167,it was great speaking with @surgeon_general murthy and the covid-19 community corps volunteers across the country w… ,6.333055478966839
168,"california! you’ve got a big choice to make by september 14, and everything is on the line. your vote could be the… ",-0.6363208980737913
169,great memories of an important day. 31 million people now have health insurance—and the peace of mind that comes wi… ,4.06664906123308
170,the pandemic has devastated communities everywhere. but the young leaders in our newest class of @obamafoundation s… ,0.7966504516451804
171,"labor day is about honoring folks like maurice harris—a devoted husband and father of five, who has spent his caree… ",0.7775063903048364
172,"this labor day, let’s honor all the working men and women who make this country what it is—and the american labor m… ",5.151435534898552
173,"michelle and i are thinking of everyone affected by hurricane ida, and we're grateful to the first responders doing… ",3.0901687224325904
174,"may god bless the memory of those we lost, and protect those who remain in harm’s way.",-2.600990940394593
175,"our hearts go out to the families who lost a loved one, and to everyone continuing the mission in kabul. we’re also… ",-0.9682584253495672
176,"as president, nothing was more painful than grieving with the loved ones of americans who gave their lives serving… ",0.6545142286011234
177,"like so many of you, michelle and i were heartbroken to hear about the terrorist attack outside the kabul airport t… ",-0.26808558418982786
178,"yesterday, the house passed the john lewis voting rights advancement act that will help americans everywhere make t… ",-0.5616387486033803
179,"the olympics may be over, but the @paralympics are just getting started. many of the athletes on @teamusa have trav… ",-0.39533552085989565
180,"right now, thousands of people in haiti are injured and even more are homeless after an earthquake hit the island o… ",-0.9987077029669242
181,tomorrow is the last day to sign up for health insurance during this special enrollment period. go to… ,-0.2262783419951343
182,"we’re at a turning point in the redistricting process, and maps drawn in the next 12 months will determine the next… ",3.199078770487743
183,"rt @potus: we can’t wait to tackle the climate crisis.

the signs are unmistakable. the science is undeniable. and the cost of inaction kee…",-1.4117014246787611
184,congress needs to summon the same courage we saw a half century ago when the voting rights act was passed and guara… ,0.4377790554539357
185,"the voting rights act, signed into law 56 years ago today, was a monumental piece of legislation. but with the supr… ",-1.2923000479069535
186,"from the coal mines of pennsylvania to the halls of congress, rich trumka was a fierce advocate for working america… ",0.4435450923180073
187,"rt @obamafoundation: happy birthday, mrs. robinson! 🎂 

watch president obama reflect on a special moment he shared with his mother-in-law,…",6.405715987452953
188,one of the things i’ve always loved about basketball is the fact that it brings people together and empowers young… ,3.307410597486599
189,"covid-19 has gotten more contagious, so it’s more important than ever to get vaccinated. vaccines are safe, and the… ",-1.6769463712148143
190,"bob moses was a hero of mine. his quiet confidence helped shape the civil rights movement, and he inspired generati… ",2.62157174664536
191,i could not be prouder of the incredible athletes representing @teamusa at the olympics. their determination and ha… ,1.5607417238233388
192,"since bruce @springsteen and i first sat down to record our podcast renegades: born in the usa, folks have asked ab… ",0.6057848966651742
193,"even when he was confined to the darkness of a jail cell, madiba’s light shone brightly. today, as we reflect on hi… ",-0.13122033941029443
194,"as republican legislatures across the country deliberately try to make it harder to cast a ballot, we need to keep… ",-2.324221660537921
195,john lewis and c.t. vivian loved this country so much that they risked their lives so that it might live up to its… ,2.1898419604445394
196,"for more than nine years, dreamers have watched courts and politicians debate whether they’ll be allowed to stay in… ",2.768621605066489
197,"starting today, working families are getting monthly payments of up to $300 per child thanks to @potus' american re… ",3.343394438359546
198,"with so many folks getting together with family and friends, there’s a lot to celebrate this summer. here’s a playl… ",3.7469774348089473
199,"while we were still in the white house, i began sharing my summer favorites—and now, it’s become a little tradition… ",0.5873091985407927
200,"three guinness world records and now the national spelling bee champ! congrats, zaila—your hard work is paying off.… ",2.316330872539207
201,"michelle and i sat down with some terrific young people from @kidspress to talk about we the people, our latest… ",-0.20569645494017108
202,"if you want to make sure that insiders can’t drown out the voices of ordinary folks, i hope you'll check out… ",0.35440061779870413
203,it's more urgent than ever for congress to pass robust new voting rights legislation—now.,2.0241353377687457
204,"in the wake of the scotus ruling further weakening the voting rights act, take a look at how one republican in mich… ",1.0935295216924015
205,"happy fourth of july, and happy birthday, malia! it’s been such a joy to watch you begin to make your own way in th… ",3.990630114282885
206,libraries are citadels of knowledge and empathy—and they’ve played an extraordinarily important role in my life. i… ,4.153248986821054
207,"our progress on the journey to equality sometimes feels like two steps forward, one step back. but when marriage eq… ",1.1124928642344054
208,"as a dad of two daughters, this movie really hit home for me. i'm glad to see it has resonated with so many people. ",1.2872427647286209
209,congratulations to the @cripcampfilm team on their @peabodyawards! i could not be prouder of the disability rights… ,0.4093768914248497
210,"by telling her story, natoma canfield helped us pass the affordable care act. she was an inspiration to me and so m… ",1.7720731120270574
211,"the senate is preparing to take action on a bill that would strengthen our democracy, but republican senators are a… ",-0.044585895106765694
212,"i’m really proud of young men like james and lazarus who, despite the obstacles they have faced, are raising their… ",2.8269831063782567
213,"now that juneteenth is a federal holiday, take a minute to learn about opal lee—the woman who did more than anyone… ",0.6725450368571578
214,"on monday, i’m joining @ericholder for a grassroots conversation with @allontheline to talk about why redistricting… ",1.6982789065360906
215,"and because he extended the special enrollment period until august 15th, anyone who needs coverage can go to… ",-0.5087237945791518
216,now we need to build on the affordable care act and continue to strengthen and expand it. that’s what @potus biden… ,1.5224162817147309
217,"the principle of universal coverage has been established, and 31 million people now have access to care through the… ",2.602486746647908
218,"today, the supreme court upheld the affordable care act. again. this ruling reaffirms what we have long known to be… ",0.45774020667573007
219,"on the ninth anniversary of daca, i’m thinking about all the brave dreamers who have stepped forward to tell their… ",2.965544154959489
220,"happy birthday, sasha! you’ve grown so much, and it’s been a joy to watch you become the person we always hoped you… ",2.2172262254196924
221,"it's always great catching up with @potus, and i'm grateful for everything he and his administration have done to p… ",3.7032296651604035
222,"on national gun violence awareness day, we wearorange to honor those we’ve lost. as we begin to emerge from the pa… ",-1.2534663333250593
223,coaches like ernest radcliffe are changing lives every single day. they understand how sports can help us build rel… ,3.72698921168226
224,"yesterday, i sat down with some of the obama presidential center’s neighbors—local business owners who help hold th… ",-4.540852848569416
225,michelle and i are excited to share our latest show from higher ground: we the people. some of our favorite artists… ,4.2975257838092285
226,it’s great to be back in my hometown and even better to spend some time with talented young people in jackson park.… ,-1.7232080621686083
227,".@brhodes has been a close advisor and a good friend for more than a decade. his new book, after the fall, is a per… ",2.0990140668800263
228,"on the 100th anniversary of the tulsa race massacre, we remember all those who were killed and the survivors who br… ",0.1784923841924959
229,"this memorial day, let’s remember the men and women who sacrificed everything for the people they served with and t… ",1.681455956406436
230,.@marcusrashford is way ahead of where i was at 23—and not just because he’s a better athlete. it was great talking… ,0.7117561964414463
231,"at today’s @mbk_alliance leadership forum, we’re talking about the amazing levels of activism we’ve seen since geor… ",-1.4298292829811257
232,"the covid-19 vaccines are a miracle of modern science, and getting one is the best way to protect yourself and your… ",0.7830871099003213
233,"at a time when so much of the debate around vaccinations and other public health measures has been politicized, thi… ",1.7664033557513388
234,"when injustice runs deep, progress takes time. but if we can turn words into action and action into meaningful refo… ",-0.35035304499891773
235,"today, more people in more places are seeing the world more clearly than they did a year ago. it’s a tribute to all… ",0.029922559936274573
236,"george floyd was murdered one year ago today. since then, hundreds more americans have died in encounters with poli… ",-2.602416826467376
237,"on wednesday, i’ll join activists, community leaders, and young people from the @mbk_alliance for a conversation ab… ",3.0070707138025323
238,i recently spoke with a group of hbcu students who are helping folks in their communities get vaccinated. they’re d… ,5.700392280650495
239,spending time with young folks always makes me hopeful about the future. i had a great time catching up with… ,2.8781320416401
240,this month marks 60 years since the freedom riders bravely set out on two buses to challenge segregation in the sou… ,-1.1047853513943566
241,"the other day i had a chance to visit a covid-19 vaccination site in greenbelt, md. it was great to see so many fol… ",2.9822933387077484
242,"on international nurses day, let’s celebrate the nurses and medical professionals around the world who do so much f… ",-1.662181663706545
243,"when @potus signed the american rescue plan, it led to the largest expansion of health care since the affordable ca… ",-0.7126620820146936
244,happy mother’s day to @michelleobama and all the moms celebrating today. i hope you take a moment to thank the wome… ,4.212463007589896
245,he was exactly what we needed and more than we ever expected. we will miss him dearly. ,-4.232765079566286
246,"he tolerated all the fuss that came with being in the white house, had a big bark but no bite, loved to jump in the… ",-2.2166064739929885
247,"today our family lost a true friend and loyal companion. for more than a decade, bo was a constant, gentle presence… ",-0.42321148469201497
248,zahrah’s story is a reminder that the obama presidential center isn’t just about creating a place for people to vis… ,1.0061914946257988
249,"happy 90th birthday to willie mays! if it wasn't for folks like willie and jackie robinson, i might never have made… ",5.81186031277088
250,it was because of them i was able to travel to new york city later that week and tell some of the people who had a… ,3.011943062305498
251,"this week, admiral bill mcraven joined me to reflect on the operation against osama bin laden ten years ago. 

look… ",3.003786245641286
252,bernie wong was a trailblazer who spent her life advocating for asian americans and immigrant communities in chicag… ,4.104137934869485
253,"during president @joebiden’s first 100 days, the economy has created more than 1 million jobs, more than 200 millio… ",8.592296187237991
254,states have just learned how many seats they have in congress for the next decade. this process is an important ste… ,1.952924567458557
255,"the world’s attention must remain on myanmar, where i’ve been appalled by heartbreaking violence against civilians… ",-1.2236166379336526
256,i love wandering into independent bookstores and discovering new voices and new authors. so on independent bookstor… ,6.718414742589182
257,no challenge poses a greater threat to our planet and to future generations than climate change. i’m proud that the… ,2.812281729451053
258,"today, a jury did the right thing. but true justice requires much more. michelle and i send our prayers to the floy… ",0.8239470029605479
259,"with all the enormous challenges facing the world, it’s worth taking the time to appreciate extraordinary human ach… ",2.5096546390450074
260,"i want to share a new book, power to the public, that illustrates how nonprofits and governments can use technology… ",2.7669585608164216
261,"rt @potus: everyone 16 and older in america is eligible for the shot today. go and get ‘em, folks.",1.5416331834507608
262,walter mondale championed progressive causes and changed the role of vp—so leaders like @joebiden could be the last… ,1.362585955644215
263,charles and @shaq agree: we can all help end this pandemic by getting the covid-19 vaccine. it's the only way to ke… ,-0.8719487690575234
264,rt @michelleobama: barack and i started higher ground to give exciting new voices a platform to tell great stories. we're proud to share se…,7.063126203959911
265,"after nearly two decades in afghanistan, it’s time to recognize that we have accomplished all that we can militaril… ",0.7473418480748639
266,michelle and i are thrilled to be one step closer to bringing the obama presidential center to the south side of ch… ,3.3054249256876185
267,you can find resources and ways to help here: ,-1.4838189758400566
268,"our hearts are heavy over yet another shooting of a black man, daunte wright, at the hands of police. it’s importan… ",-5.5866567686491795
269,"through his extraordinary example, his royal highness prince philip proved that true partnership has room for both… ",1.5558982033088518
270,"the only way we’ll be able to beat this pandemic is if enough people get vaccinated. so join me, michelle, and amer… ",1.707302499565689
271,"bruce @springsteen and i close out our podcast, renegades: born in the usa, back where it all began: with a convers… ",1.262858799667729
272,read about other developments from communities working together to reimagine policing in our recent @mbk_alliance r… ,4.484844285976036
273,more places are experimenting with programs that send civilian responders instead of police to help people experien… ,2.238280399993627
274,"this easter, i hope we can all take some time to reflect on the blessings we enjoy and the hope we have for a brigh… ",4.06840686498952
275,congratulations to @mlb for taking a stand on behalf of voting rights for all citizens. there’s no better way for a… ,0.9214536862143116
276,"it’s always great catching up with @isabelwilkerson, and this time we’re talking about a promised land and our mutu… ",3.395613780931476
277,bruce and i agree that our most important anchor over the years has been our families. we’re both lucky enough to h… ,0.3642456387735063
278,"my family and i are mourning the loss of our beloved grandmother, sarah ogwel onyango obama, affectionately known t… ",1.8367204607960284
279,"as we build the obama presidential center on the south side of chicago, we're focused on generating sustainable job… ",5.026088456457959
